probe_id,seed,n_slice,condition,topic,pipeline_rank,cosine_rank,pipeline_hit_at_k,cosine_hit_at_k,s4_contradiction_emitted,anti_hits_count,hint_kinds,pipeline_top1_text
hist-0178-13,13,0,historical_verbatim,bug_fix_eta,3,105,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0179-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0180-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0181-13,13,0,historical_verbatim,api_version,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",API rolled forward to version 3.0.
hist-0182-13,13,0,historical_verbatim,bug_fix_eta,3,105,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0183-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0184-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0185-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0186-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0187-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0188-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0189-13,13,0,historical_verbatim,price_usd,4,61,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0190-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0191-13,13,0,historical_verbatim,budget_ceiling,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Q3 budget ceiling is $50k.
hist-0192-13,13,0,historical_verbatim,budget_ceiling,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Q3 budget ceiling is $50k.
hist-0193-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0194-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0195-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0196-13,13,0,historical_verbatim,price_usd,4,61,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0197-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0198-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0199-13,13,0,historical_verbatim,price_usd,4,61,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0200-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0201-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0202-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0203-13,13,0,historical_verbatim,bug_fix_eta,3,105,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0204-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0205-13,13,0,historical_verbatim,dependency_lib,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",We use OpenSSL for crypto.
hist-0206-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0207-13,13,0,historical_verbatim,supplier_name,3,153,1,0,1,3,"s4_contradiction,provisional_schema,provisional_schema",Switched supplier: components now from Northwind Manufacturing.
hist-0208-13,13,0,historical_verbatim,price_usd,4,61,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0209-13,13,0,historical_verbatim,conference_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Conference venue changed: it will be in Lisbon.
hist-0210-13,13,0,historical_verbatim,budget_ceiling,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Q3 budget ceiling is $50k.
hist-0211-13,13,0,historical_verbatim,bug_fix_eta,3,105,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0212-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0213-13,13,0,historical_verbatim,conference_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Conference venue changed: it will be in Lisbon.
hist-0214-13,13,0,historical_verbatim,dependency_lib,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",We use OpenSSL for crypto.
hist-0215-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0216-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0217-13,13,0,historical_verbatim,price_usd,4,61,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0218-13,13,0,historical_verbatim,conference_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Conference venue changed: it will be in Lisbon.
hist-0219-13,13,0,historical_verbatim,dependency_lib,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",We use OpenSSL for crypto.
hist-0220-13,13,0,historical_verbatim,conference_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Conference venue changed: it will be in Lisbon.
hist-0221-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0222-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0223-13,13,0,historical_verbatim,dependency_lib,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",We use OpenSSL for crypto.
hist-0224-13,13,0,historical_verbatim,budget_ceiling,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Q3 budget ceiling is $50k.
hist-0225-13,13,0,historical_verbatim,bug_fix_eta,3,105,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0226-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0227-13,13,0,historical_verbatim,price_usd,4,61,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0228-13,13,0,historical_verbatim,bug_fix_eta,3,105,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0229-13,13,0,historical_verbatim,price_usd,4,61,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0230-13,13,0,historical_verbatim,bug_fix_eta,3,105,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0231-13,13,0,historical_verbatim,api_version,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",API rolled forward to version 3.0.
hist-0232-13,13,0,historical_verbatim,supplier_name,3,153,1,0,1,3,"s4_contradiction,provisional_schema,provisional_schema",Switched supplier: components now from Northwind Manufacturing.
hist-0233-13,13,0,historical_verbatim,price_usd,4,61,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0234-13,13,0,historical_verbatim,price_usd,4,61,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0235-13,13,0,historical_verbatim,supplier_name,3,153,1,0,1,3,"s4_contradiction,provisional_schema,provisional_schema",Switched supplier: components now from Northwind Manufacturing.
hist-0236-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0237-13,13,0,historical_verbatim,price_usd,4,61,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0238-13,13,0,historical_verbatim,budget_ceiling,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Q3 budget ceiling is $50k.
hist-0239-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0240-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0241-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0242-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0243-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0244-13,13,0,historical_verbatim,budget_ceiling,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Q3 budget ceiling is $50k.
hist-0245-13,13,0,historical_verbatim,supplier_name,3,153,1,0,1,3,"s4_contradiction,provisional_schema,provisional_schema",Switched supplier: components now from Northwind Manufacturing.
hist-0246-13,13,0,historical_verbatim,api_version,2,3,1,1,1,3,"s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",API rolled forward to version 3.0.
hist-0247-13,13,0,historical_verbatim,supplier_name,3,153,1,0,1,3,"s4_contradiction,provisional_schema,provisional_schema",Switched supplier: components now from Northwind Manufacturing.
hist-0248-13,13,0,historical_verbatim,dependency_lib,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",We use OpenSSL for crypto.
hist-0249-13,13,0,historical_verbatim,price_usd,4,61,1,0,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
post-0000-13,13,1,post_flip,bug_fix_eta,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema,curiosity_question",The fix ships in week 14.
post-0001-13,13,1,post_flip,dependency_lib,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",We use OpenSSL for crypto.
post-0002-13,13,1,post_flip,launch_date,2,2,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The product launches on 2026-06-01.
post-0003-13,13,1,post_flip,price_usd,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
post-0004-13,13,1,post_flip,supplier_name,2,2,1,1,1,1,"s4_contradiction,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0005-13,13,1,post_flip,conference_city,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Annual conference will be in Berlin.
post-0006-13,13,1,post_flip,ceo_name,1,1,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
post-0007-13,13,1,post_flip,ceo_name,1,1,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
post-0008-13,13,1,post_flip,budget_ceiling,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Q3 budget ceiling is $50k.
post-0009-13,13,1,post_flip,price_usd,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
post-0010-13,13,1,post_flip,dependency_lib,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",We use OpenSSL for crypto.
post-0011-13,13,1,post_flip,budget_ceiling,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Q3 budget ceiling is $50k.
post-0012-13,13,1,post_flip,launch_date,2,2,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The product launches on 2026-06-01.
post-0013-13,13,1,post_flip,supplier_name,2,2,1,1,1,1,"s4_contradiction,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0014-13,13,1,post_flip,ceo_name,1,1,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
post-0015-13,13,1,post_flip,api_version,1,1,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",API rolled forward to version 3.0.
post-0016-13,13,1,post_flip,api_version,1,1,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",API rolled forward to version 3.0.
post-0017-13,13,1,post_flip,budget_ceiling,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Q3 budget ceiling is $50k.
post-0018-13,13,1,post_flip,launch_date,2,2,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The product launches on 2026-06-01.
post-0019-13,13,1,post_flip,bug_fix_eta,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The fix ships in week 14.
post-0020-13,13,1,post_flip,supplier_name,2,2,1,1,1,1,"s4_contradiction,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0021-13,13,1,post_flip,hq_city,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters in Austin, Texas."
post-0022-13,13,1,post_flip,bug_fix_eta,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The fix ships in week 14.
post-0023-13,13,1,post_flip,bug_fix_eta,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The fix ships in week 14.
post-0024-13,13,1,post_flip,api_version,1,1,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",API rolled forward to version 3.0.
post-0025-13,13,1,post_flip,supplier_name,2,2,1,1,1,1,"s4_contradiction,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0026-13,13,1,post_flip,supplier_name,2,2,1,1,1,1,"s4_contradiction,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0027-13,13,1,post_flip,budget_ceiling,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Q3 budget ceiling is $50k.
post-0028-13,13,1,post_flip,hq_city,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters in Austin, Texas."
post-0029-13,13,1,post_flip,supplier_name,2,2,1,1,1,1,"s4_contradiction,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0030-13,13,1,post_flip,launch_date,2,2,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The product launches on 2026-06-01.
post-0031-13,13,1,post_flip,hq_city,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters in Austin, Texas."
post-0032-13,13,1,post_flip,ceo_name,1,1,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
post-0033-13,13,1,post_flip,ceo_name,1,1,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
post-0034-13,13,1,post_flip,supplier_name,2,2,1,1,1,1,"s4_contradiction,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0035-13,13,1,post_flip,price_usd,1,1,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
post-0036-13,13,1,post_flip,bug_fix_eta,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The fix ships in week 14.
post-0037-13,13,1,post_flip,bug_fix_eta,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The fix ships in week 14.
post-0038-13,13,1,post_flip,budget_ceiling,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Q3 budget ceiling is $50k.
post-0039-13,13,1,post_flip,ceo_name,1,1,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
post-0040-13,13,1,post_flip,dependency_lib,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",We use OpenSSL for crypto.
post-0041-13,13,1,post_flip,api_version,1,1,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",API rolled forward to version 3.0.
post-0042-13,13,1,post_flip,supplier_name,2,2,1,1,1,1,"s4_contradiction,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0043-13,13,1,post_flip,supplier_name,2,2,1,1,1,1,"s4_contradiction,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0044-13,13,1,post_flip,bug_fix_eta,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The fix ships in week 14.
post-0045-13,13,1,post_flip,ceo_name,1,1,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Update: the actual CEO is Marcus Chen.
post-0046-13,13,1,post_flip,bug_fix_eta,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The fix ships in week 14.
post-0047-13,13,1,post_flip,launch_date,2,2,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The product launches on 2026-06-01.
post-0048-13,13,1,post_flip,hq_city,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters in Austin, Texas."
post-0049-13,13,1,post_flip,hq_city,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters in Austin, Texas."
post-0050-13,13,1,post_flip,hq_city,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema","Headquarters in Austin, Texas."
post-0051-13,13,1,post_flip,budget_ceiling,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Q3 budget ceiling is $50k.
post-0052-13,13,1,post_flip,supplier_name,2,2,1,1,1,1,"s4_contradiction,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0053-13,13,1,post_flip,conference_city,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",Annual conference will be in Berlin.
post-0054-13,13,1,post_flip,launch_date,2,2,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The product launches on 2026-06-01.
post-0055-13,13,1,post_flip,launch_date,2,2,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",The product launches on 2026-06-01.
post-0056-13,13,1,post_flip,supplier_name,2,2,1,1,1,1,"s4_contradiction,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0057-13,13,1,post_flip,supplier_name,2,2,1,1,1,1,"s4_contradiction,provisional_schema,provisional_schema",We source components from Acme Industries.
